,billing_amount,merchant_name,merchant_category
589,105.0,FOODWORLD,FOOD
590,109.0,EDEN FRESH FRUITS,FOOD
591,139.0,YESSAR HOME NEEDS,FOOD
592,196.95,ADITYA BIRLA RETAIL LT,FOOD
593,288.0,BHAGINI BAR & RESTAURA BANGALORE,FOOD
594,192.8,"MC DONALDS,",FOOD
595,1240.0,ZHANGS CHINESE REST,FOOD
596,147.0,KFC RESTAURANTS.,FOOD
597,100.0,www.freshmenu.com,FOOD
598,453.0,,FOOD
599,647.0,BEIJING BITES,FOOD
600,160.0,,FOOD
601,530.0,CHINNASWAMY NAIDU,GENERAL
602,140.0,LASSI SHOP,FOOD
603,900.0,STAR BAZAAR.,FOOD
604,70.5,,FOOD
605,2110.29,,FOOD
606,225.4,RELIANCE FRESH,FOOD
607,2200.0,SPAR BANNERGHATTA ROAD,FOOD
608,361.0,TIME OUT BAR BLR,FOOD
609,111.0,KESAR.,FOOD
610,205.15,WWW FOODPANDA IN,FOOD
611,235.0,BANGALORE AGARWAL,FOOD
612,757.93,"BIG BAZAAR ,",FOOD
613,205.95,MORE MEGASTORE,FOOD
614,115.0,RAGHAVENDRACHARI B N,FOOD
615,89.0,BOMBAY BLUE EXP,FOOD
616,1028.0,MEGHANA FOODS,FOOD
617,989.0,CAFE COFFEE DAY,FOOD
618,101.0,MASTAKALANDAR,FOOD
619,451.0,MEGHANA FOODS,FOOD
620,1349.0,MORE.SUPERMARKET,FOOD
621,1306.0,M K AHMED SUPER,FOOD
622,120.37,"MORE,",FOOD
623,497.0,FAMILY FOOD CENTER,FOOD
624,1000.0,DMART Ramanthpur,FOOD
625,700.0,KAPOORS CAFE,FOOD
626,735.0,I FRESH VEGETABLES,FOOD
627,111.0,WWW SWIGGY IN,FOOD
628,512.0,S S ENTERPRISES,FOOD
629,330.06,WWW FOODPANDA IN,FOOD
630,128.0,SHOPWEL SUPER MARKET,FOOD
631,239.0,BAWARCHI INN,FOOD
632,516.83,VILLAGE HYPER,FOOD
633,400.0,KHAO GALLI.,FOOD
634,550.0,TENZIN KITCHEN,FOOD
635,835.0,Maha Bazaar,FOOD
636,470.0,www.freshmenu.com,FOOD
637,500.0,FISH CURRY RICE,FOOD
638,890.0,Citrusp* bigbasket,FOOD
639,1023.0,MORE MEGASTORE,FOOD
640,120.0,LOYAL CITY SUPER MARKE,FOOD
641,2216.0,LOYAL CITY SUPER MARKE,FOOD
642,379.46,MORE MEGASTORE,FOOD
643,1100.0,GOLDEN BIRD RETAIL ENT,GENERAL
644,228.0,S L R SPIRITS,GENERAL
645,276.0,WWW SWIGGY IN,FOOD
646,407.0,KAILASH PARBAT,FOOD
647,304.0,S L R SPIRITS,GENERAL
648,395.0,DOMINOS.,FOOD
649,6684.0,NiYO,TRAVEL
650,554.0,KFC Shimla,FOOD
651,148.0,M K AHMED SUPER,FOOD
652,611.67,"BIG BAZAAR ,",FOOD
653,165.0,SHOPWEL SUPER MARKET,FOOD
654,55.0,LASSI SHOP,FOOD
655,254.0,MEAZA GINGER,FOOD
656,752.61,ZN RETAIL PRIVATE LIMI,FOOD
657,102.0,SRI SAI PROVISIONS,FOOD
658,649.25,HERITAGE FOODS,FOOD
659,199.34,MC DONALDS.,FOOD
660,509.0,WWW BIGBASKET COM,FOOD
661,225.7,ADITYA BIRLA RETAIL LT,FOOD
662,800.0,S M FOOD PALACE,FOOD
663,2000.0,STAR BAZAAR.,FOOD
664,86.46,"MORE,",FOOD
665,108.0,FRESICA VALUE STORES,GENERAL
666,324.0,DOMINOS PIZZA .,FOOD
667,664.51,MORE RAJAKILPAKKAM,FOOD
668,122.0,SPAR OASIS MALL KORAMA,FOOD
669,146.0,NAMDHARI AGRO FRESH PR,FOOD
670,153.0,WWW SWIGGY IN,FOOD
671,454.0,PLUS POINT HYPER MARKE,FOOD
672,100.0,CREMEE FRESH CAKE N,FOOD
673,85.0,WWW SWIGGY IN,FOOD
674,162.0,SRI GURURAJA TRADERS,FOOD
675,355.0,KFC RESTAURANTS.,FOOD
676,1001.5,DMART SIDDAPURA,FOOD
677,896.0,MODERN MINI MART,FOOD
678,139.0,VILLAGE HYPER,FOOD
679,300.0,FRESHCO HYPER MARKET,FOOD
680,110.0,TWILIGHT STORE,FOOD
681,269.12,DMART SIDDAPURA,FOOD
682,260.0,DELHI WALLE,GENERAL
683,802.29,DMART SIDDAPURA,FOOD
684,378.81,MORE.SUPERMARKET,FOOD
685,1840.9,DMART AVENUE,FOOD
686,1608.0,NiYO,MOBILE
687,50.0,NiYO,MOBILE
688,280.0,SUBWAY,FOOD
689,72.0,WWW FOODPANDA IN,FOOD
690,650.45,DOMINOS PIZZA .,FOOD
691,111.0,NILGIRIS,FOOD
692,177.0,WWW SWIGGY IN,FOOD
693,116.0,KFC RESTAURANTS.,FOOD
694,368.0,NiYO,FOOD
695,722.0,PHD BOMMANAHALLI,FOOD
696,337.0,MAHA BAZAAR,FOOD
697,1071.0,SOBHA SUPER MARKET,FOOD
698,103.83,"BIG BAZAAR ,",FOOD
699,137.0,AAMS BIRYANI,FOOD
700,330.0,WWW SWIGGY IN,FOOD
701,451.0,MEGHANA FOODS,FOOD
702,1090.0,WWW BIGBASKET COM,FOOD
703,200.0,NiYO,FUEL
704,391.0,LAYALI SUPER MARKET,FOOD
705,251.0,WWW SWIGGY IN,FOOD
706,87.0,WWW SWIGGY IN,FOOD
707,200.0,CORNER HOUSE ICE,FOOD
708,5458.0,LOYAL CITY SUPER MARKE,FOOD
709,190.0,PURPLE PARROT VENTURES,FOOD
710,339.0,WWW BIGBASKET COM,FOOD
711,10.0,FREECHARGE PU,MOBILE
712,135.0,NEW TASTY CAFETERIA,FOOD
713,200.0,NiYO,MOBILE
714,680.0,NiYO,GENERAL
715,220.0,www.freshmenu.com,FOOD
716,102.0,NiYO,FOOD
717,339.0,BSS FOODS AND,FOOD
718,338.0,NiYO,FOOD
719,237.0,KFC RESTAURANTS.,FOOD
720,50.0,MORE MEGASTORE,FOOD
721,194.0,A BAKERY AND BEVERAGES,FOOD
722,124.0,NiYO,FOOD
723,1000.0,CALVINS,FOOD
724,350.0,LEON GRILL,FOOD
725,730.0,AHMEDIA STORES,FOOD
726,183.0,MEAT MART UNIT OF,FOOD
727,250.64,"MC DONALDS,",FOOD
728,1068.3,DMART SIDDAPURA,FOOD
729,2295.41,MORE MEGASTORE,FOOD
730,1068.5,HYPERCITY RETAIL INDIA,FOOD
731,159.0,CORNER HOUSE,FOOD
732,470.0,KRITUNGA RESTAURANT,FOOD
733,441.0,MEGHANA FOODS,FOOD
734,1100.0,MORE MEGASTORE,FOOD
735,2200.0,MORE MEGASTORE,FOOD
736,1484.81,Bangalore Electricity,UTILITIES
737,1600.0,"MORE,",FOOD
738,2321.62,CITY SUPER BAZAAR,FOOD
739,140.0,KALMANE KOFFEES,FOOD
740,563.19,"MORE,",FOOD
741,320.0,HOTEL ALPHA,FOOD
742,253.0,CAFE COFFEE DAY,FOOD
743,1068.0,NAMDHARI AGRO FRESH PR,FOOD
744,457.0,PHD C V RAMAN NAGAR,FOOD
745,472.67,MORE MEGASTORE,FOOD
746,441.0,STAR BAZAAR.,FOOD
747,352.0,ASHIRWAD SUPER MARKET,FOOD
748,126.8,STAR BAZAAR.,FOOD
749,199.0,"THE ENTERTAINMENT,",GENERAL
750,150.0,citrusp*shopclues,FOOD
751,281.32,MORE MEGASTORE,FOOD
752,255.0,SHAAP,FOOD
753,268.0,DILLI SWEET HOUSE,FOOD
754,1124.6,SHELL ANISH ENTERPRISE,FUEL
755,350.0,CORNER HOUSE,FOOD
756,124.0,WWW SWIGGY IN,FOOD
757,1785.0,Innovative Retail Conc,FOOD
758,180.0,BILLIONSMILES HOSPITAL,FOOD
759,270.0,WWW BIGBASKET COM,FOOD
760,190.0,PINK MANGO RETAIL COMP,FOOD
761,537.0,RELIANCE FRESH.,FOOD
762,1.0,Paytm Mobile Solutions,FOOD
763,220.0,FLIPKART.COM,GENERAL
764,4481.0,INTERGLOBE AVIATION LI,TRAVEL
765,8333.0,INTERGLOBE AVIATION LI,TRAVEL
766,220.0,www.freshmenu.com,FOOD
767,116.0,SREE SPICY HUB,FOOD
768,103.0,BURMA SUPER MARKET,FOOD
769,356.0,AHMEDIA STORES,FOOD
770,250.0,www.freshmenu.com,FOOD
771,900.0,DEEPIKA BHATIA BANGALORE,GENERAL
772,1871.94,DMART SIDDAPURA,FOOD
773,262.0,DOMINOS.,FOOD
774,1730.0,INNOVATIVE RETAIL CONC,FOOD
775,1230.0,"BIG BAZAAR ,",FOOD
776,1049.0,A ONE FRESH WORLD,FOOD
777,113.0,FLIPKART INTERNET PRIV,FOOD
778,1239.0,"RELIANCE TRENDS,",GENERAL
779,339.7,STAR BAZAAR.,FOOD
780,415.5,STAR BAZAAR.,FOOD
781,1239.0,STAR BAZAAR.,FOOD
782,734.0,BABYLICIOUS,GENERAL
783,455.0,KFC RESTAURANTS.,FOOD
784,514.38,ADVAITA,FUEL
785,650.0,DMART GARUDA,FOOD
786,140.0,MALABAR CAFE,FOOD
787,166.0,Ideal Super Market.2,FOOD
788,488.0,MEGHANA FOODS,FOOD
789,140.0,MEAZA GINGER,FOOD
790,1100.0,Royal Mart Supermark3.,FOOD
791,520.0,MEWAR MOTEL,TRAVEL
792,656.0,REL RETAIL LTD-TR,GENERAL
793,1200.0,KUSHAL TEX NX,GENERAL
794,451.9,STAR BAZAAR.,FOOD
795,185.0,BALAJI WINES,FOOD
796,838.0,JOCKEY..,GENERAL
797,1200.0,BRAND FACTORY,FOOD
798,1200.0,Brand Factory,GENERAL
799,589.5,HYPERCITY RETAIL INDIA,FOOD
800,489.0,AMAZON SELLER SERVICES,FOOD
801,1612.5,REDBUS IN,TRAVEL
802,165.0,Maha Bazaar,FOOD
803,5218.7,STAR BAZAAR.,FOOD
804,745.0,WWW BIGBASKET COM,FOOD
805,724.31,MORE MEGASTORE,FOOD
806,565.4,STAR BAZAAR.,FOOD
807,57.0,MORE MEGASTORE,FOOD
808,212.0,ADYAR ANANDA BHAVAN SW,FOOD
809,364.0,FLIPKART INTERNET PRIV,FOOD
810,69.0,FREECHARGE,MOBILE
811,1200.0,"FRANCO LEOME ,",GENERAL
812,1239.0,LOYAL CITY HYPER MARKE,FOOD
813,549.0,FLIPKART.COM,GENERAL
814,283.61,ADITYA BIRLA RETAIL LT,FOOD
815,215.95,"FIRSTCRY,",GENERAL
816,1200.0,"RELIANCE TRENDS,",GENERAL
817,250.0,WWW ACCOUNT FREECHARGE,MOBILE
818,198.0,"RELIANCE TRENDS,",GENERAL
819,1000.0,ARVIND BRANDS,GENERAL
820,496.8,"MORE,",FOOD
821,624.0,THE BIG MARKET4.,FOOD
822,100.0,MILANO ICE CREAM,FOOD
823,3008.0,BARBEQUE NATIONS HOSPI,TRAVEL
824,539.0,FLIPKART INTERNET PRIV,FOOD
825,250.0,NEW TASTY CAFETERIA,FOOD
826,250.0,FOMC,FOOD
827,986.0,P.K.DEPARTMENTAL STORE,FOOD
828,160.0,FOMC,FOOD
829,895.0,J P PALACE,TRAVEL
830,1200.0,"RELIANCE TRENDS,",GENERAL
831,199.0,"MORE,",FOOD
832,741.0,BHAGINI GRAND,GENERAL
833,1239.0,ONE97 COMMUNICATION LT,MOBILE
834,217.0,KRITUNGA RESTAURANT,FOOD
835,550.0,MTR MAIYAS,TRAVEL
836,248.0,KFC RESTAURANTS.,FOOD
837,640.0,ASHKAR A,FOOD
838,485.0,AHMEDIA STORES,FOOD
839,650.0,WWWW DOMINOS CO IN,FOOD
840,597.0,SRI DURGA HOSIERIES,GENERAL
841,1239.0,"W,",GENERAL
842,1199.0,AMAZON SELLER SERVICES,FOOD
843,260.0,SUBWAY - BREAD BASKET,FOOD
844,217.0,AMAZON SELLER SERVICES,FOOD
845,324.0,citrusp*shopclues,FOOD
846,1200.0,"RELIANCE TRENDS,",GENERAL
847,240.0,GOLDEN AMULYA WINES,GENERAL
848,220.0,www.freshmenu.com,FOOD
849,590.0,BHAGINI IRIS,FOOD
850,220.0,AHMEDIA STORES,FOOD
851,969.0,STOP AND SHOP,FOOD
852,838.0,PayTm Mobile Solutions,UTILITIES
853,785.0,LOYAL CITY SUPER MARKE,FOOD
854,215.0,WWW SWIGGY IN,FOOD
855,462.0,CASIO HYPER SHOPPEE,FOOD
856,349.68,MORE MEGASTORE,FOOD
857,175.07,MORE MEGASTORE,FOOD
858,30.0,MAHALAXMI,FOOD
859,225.0,Videocon d2h Limited,MOBILE
860,754.57,BESCOM,UTILITIES
861,1145.0,FLIPKART.COM,GENERAL
862,211.0,BURRITO RESTAURANTS,FOOD
863,107.0,SNAPDEAL,GENERAL
864,224.44,Reliance Mart,FOOD
865,158.0,Maha Bazaar,FOOD
866,341.0,TOP IN TOWN SUPER MARK,FOOD
867,117.0,"CALIFORNIA ,",FOOD
868,415.0,CROSS COUNTRY,FOOD
869,199.0,AHMEDIA STORES,FOOD
870,125.0,GOOD FOOD RETAIL,FOOD
871,309.0,BABY OUTLET,GENERAL
872,485.0,FOOD PALACE SUPER MARK,FOOD
873,119.0,SNAPDEAL,GENERAL
874,313.0,REL RETAIL LTD-FRESH,FOOD
875,230.0,V H ENTERPRISES,FOOD
876,1206.0,ACTTV,MOBILE
877,919.0,NICHE BEAUTE SOLUTIONS,GENERAL
878,288.0,FRESH MART,FOOD
879,457.52,BOOKMYSHOW COM,ENTERTAINMENT
880,1239.0,ONE97 COMMUNICATION LT,MOBILE
881,310.0,KAPOORS CAFE,FOOD
882,265.0,WWW SWIGGY IN,FOOD
883,220.0,YEMKAY SUPER MARKET,FOOD
884,250.0,NEW TASTY CAFETERIA,FOOD
885,322.0,FOOD CAMP,FOOD
886,1200.0,"BIG BAZAAR ,",FOOD
887,277.1,STAR BAZAAR.,FOOD
888,253.0,ADYAR ANANDA BHAVAN SW,FOOD
889,162.0,ADYAR ANANDA BHAVAN SW,FOOD
890,280.0,INKY PINKY,GENERAL
891,172.0,"MORE,",FOOD
892,243.0,"CALIFORNIA ,",FOOD
893,476.0,SHOBA SUPER MARKET,FOOD
894,217.05,CHECKOUT FREECHARGE IN,MOBILE
895,135.0,MORYA ENTERPRISES,FOOD
896,1230.0,M K RETAIL COMPANY,FOOD
897,311.0,TOM INTERNATIONAL,GENERAL
898,641.47,RELIANCE FRESH,FOOD
899,1239.0,"RELIANCE TRENDS,",GENERAL
900,365.0,BIRYANI ZONE,FOOD
901,140.0,SHAKTHI FOODS,FOOD
902,344.0,B MART SUPER MARKET,FOOD
903,258.0,SPAR BANNERGHATTA ROAD,FOOD
904,3773.2,STAR BAZAAR.,FOOD
905,198.3,FOOD BAZAAR .,FOOD
906,100.0,ARVIND LIFESTYLE BRAND,GENERAL
907,1000.0,MORE MEGASTORE,FOOD
908,804.0,NICHE BEAUTE SOLUTIONS,GENERAL
909,62.0,MORE MEGASTORE,FOOD
910,460.81,ADITYA BIRLA RETAIL LT,FOOD
911,916.0,AMAZON SELLER SERVICES,FOOD
912,810.0,DEEPA SAREE,GENERAL
913,740.52,DOMINOS PIZZA .,FOOD
914,168.0,KFC RESTAURANTS.,FOOD
915,1239.0,"RELIANCE TRENDS,",GENERAL
916,477.52,NiYO,ENTERTAINMENT
917,443.0,GRAND SUPER MARKET,FOOD
918,737.18,MC DONALDS.,FOOD
919,174.0,KFC RESTAURANTS.,FOOD
920,315.0,SAFA SUPER BAZAR,FOOD
921,586.0,NAMDHARI AGRO FRESH PR,FOOD
922,360.0,SHOP N SAVE,FOOD
923,605.0,AMAZON SELLER SERVICES,FOOD
924,170.0,www.freshmenu.com,FOOD
925,700.0,NiYO,GENERAL
926,141.4,STAR BAZAAR.,FOOD
927,236.43,Reliance Mart,FOOD
928,425.01,RELIANCE FRESH,FOOD
929,299.0,ARVIND LIFESTYLE BRAND,GENERAL
930,155.0,SUBWAY,FOOD
931,1213.0,BIBA APPARELS .,GENERAL
932,168.0,SWOJAS FOODS,FOOD
933,128.0,SAVE BAZAAR,FOOD
934,165.59,"MC DONALDS,",FOOD
935,329.1,STAR BAZAAR.,FOOD
936,108.5,DMART SIDDAPURA,FOOD
937,429.0,KFC RESTAURANTS.,FOOD
938,200.0,WWW SWIGGY IN,FOOD
939,509.0,THE BIG MARKET4.,FOOD
940,1240.0,NATURES BASKET LTD,FOOD
941,3892.0,FOODWORLD,FOOD
942,1215.0,CASIO HYPER SHOPPEE,FOOD
943,170.0,ROYAL MART SUPER MARKE,FOOD
944,73.47,"MORE,",FOOD
945,992.0,SPAR GOPALAN SIGNATURE,FOOD
946,279.0,FLIPKART.COM,GENERAL
947,899.0,FLIPKART INTERNET PRIV,FOOD
948,25.0,CITYS KITCHEN,FOOD
949,406.0,SANSAR CENTRE,FOOD
950,102.0,www.airtel.in,UTILITIES
951,1200.0,LIFE STYLE.,GENERAL
952,25.0,JAY LAXMI CATERERS,FOOD
953,724.0,AMAZON SELLER SERVICES,FOOD
954,215.0,AMAZON SELLER SERVICES,FOOD
955,146.0,ONE97 COMMUNICATIONS L,GENERAL
956,479.7,WWW FOODPANDA IN,FOOD
957,221.31,MORE MEGASTORE,FOOD
958,339.0,FLIPKART.COM,GENERAL
959,94.0,AMAZON SELLER SERVICES,FOOD
960,1200.0,MAHAVEER ELECTRICALS,GENERAL
961,40.0,CITYS KITCHEN,FOOD
962,223.0,DARSHAN APPARELS,GENERAL
963,629.0,PANTALOONS FASHION & R,GENERAL
964,118.0,Reliance Mart,FOOD
965,680.0,HOTEL KAVERI PUNE :-,FOOD
966,719.0,AMAZON SELLER SERVICES,FOOD
967,565.0,NiYO,GENERAL
968,470.0,ADYAR ANANDA BHAVAN SW,FOOD
969,226.0,ADYAR ANANDA BHAVAN SW,FOOD
970,111.0,Maha Bazaar,FOOD
971,117.9,Reliance Mart,FOOD
972,144.0,SRI KUMARAN MESS,FOOD
973,30.0,MAHALAXMI,FOOD
974,999.0,AMAZON SELLER SERVICES,FOOD
975,540.0,SEA SHELL SAVOURY FAMI,FOOD
976,220.0,MAHARAJA FOOD CITY,FOOD
977,599.0,ONE97 COMMUNICATIONS L,GENERAL
978,297.0,M.K.RETAIL COMPANY,FOOD
979,369.0,KFC RESTAURANTS.,FOOD
980,132.0,THE BIG MARKET4.,FOOD
981,259.0,A 1 FRESH WORLD,FOOD
982,1170.0,SARAVANAN B M,GENERAL
983,1000.0,N K BATTERIES,GENERAL
984,1200.0,TRENT LIMITED-WEST SID,FOOD
985,237.5,DMART Nigdi,FOOD
986,1239.0,THE CHENNAI SILKS,GENERAL
987,1200.0,SRI CHOWDESHWARI,FOOD
988,197.0,RATNAA SHREE ANANDHAAS,FOOD
989,1039.0,TRAVELON,GENERAL
990,1200.0,ZARA,GENERAL
991,439.0,MADURA FASHION & LIFES,GENERAL
992,118.0,SPAR GOPALAN SIGNATURE,FOOD
993,597.0,AMAZON SELLER SERVICES,FOOD
994,120.0,NiYO,GENERAL
995,1870.45,DMART SIDDAPURA,FOOD
996,129.0,AAMS BIRYANI,FOOD
997,135.0,NEW TASTY CAFETERIA,FOOD
998,700.0,FOOD BAZAAR .,FOOD
999,1200.0,ARVIND BRANDS.,GENERAL
